Row Id,Track Name,Album Name,Artist Name(s),Release Date,Genres,Duration
33,Scramble Cross,Another Summer,"S. Kiyotaka & Omega Tribe,Kiyotaka Sugiyama",1985-07-01,classic city pop,269066
34,DOWNTOWN BOY,NO SIDE,Yumi Matsutoya,1984-12-01,"classic j-pop,j-pop,japanese singer-songwriter",243610
35,NEON,NEON,YUKIKA,2019-02-22,korean city pop,220795
36,Street Dancer,WISH,Hiromi Iwasaki,2007-03-21,"idol kayo,kayokyoku",307009
37,SHYNESS BOY,Timely!!,Anri,1983-12-05,classic city pop,196666
38,Tropical Adventure,Desired,Desired,2016-11-02,future funk,147043
39,スローモーション,プロローグ〈序幕〉 AKINA NAKAMORI FIRST,Akina Nakamori,1982-07-01,"idol kayo,j-pop,japanese new wave,kayokyoku,techno kayo",246360
40,抱かれに来た女,midnight cruisin',Kingo Hamada,1982-10-21,classic city pop,269466
41,東京ジャズ・クラブ,"TOKYO 1980s Victor Edition (The Compilation) Boogie, Funk & Modern Soul from Japan",新田一郎,2018-12-05,classic city pop,281333
42,BLACK JACK,謎はと・か・な・い・で シングル・コレクション,加藤有紀,2018-06-06,"classic city pop,idol kayo",230000
43,Flash Back Memories,Heaven Beach,Anri,1982-11-21,classic city pop,247400
44,男と女,THE BEST SONGS OF JUNKO OHASHI,Junko Ohashi,1998-12-05,"classic city pop,kayokyoku",287333
45,midnight cruisin',midnight cruisin',Kingo Hamada,1982-10-21,classic city pop,283000
46,君は1000%,Navigator,1986 OMEGA TRIBE,1986-07-23,classic city pop,251266
47,我がままなハイヒール,Cologne,Kaoru Akimoto,1986,classic city pop,303426
48,ダンシング・ヒーロー(Eat You Up),ダンシング・ヒーロー -ALL EAT YOU UP-,Yoko Oginome,2017-11-08,"classic city pop,idol kayo",227299
49,Midnight Down Town,AQUA CITY,"S. Kiyotaka & Omega Tribe,Kiyotaka Sugiyama",1983-09-21,classic city pop,305733
50,Closed On Sunday,JESUS IS KING,Kanye West,2019-10-25,"chicago rap,hip hop,rap",151873
51,Rev Run,Rev Run,HDBeenDope,2019-02-18,rap,164691
52,Sunday,Tarantula,"Danny Towers,Pouya",2019-12-06,"aesthetic rap,cloud rap,dark trap,miami hip hop,underground hip hop",174315
53,Sundress,Sundress,A$AP Rocky,2018-11-20,"east coast hip hop,hip hop,rap,trap",158205
54,ROCKSTAR P,DIE FOR MY B***h,Baby Keem,2019-07-19,"hip hop,rap",136654
55,314 (feat. Night Lovell),All I Ever Wanted,"Dylan Brady,Night Lovell",2015-05-01,"hyperpop,proto-hyperpop,aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap",236374
56,I LIKE BLOOD,GOODNIGHT LOVELL,"Night Lovell,Wifisfuneral",2019-02-22,"aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap,florida rap,miami hip hop,underground hip hop",137142
57,Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),Juice WRLD,2019-12-07,"chicago rap,melodic rap,rap",215380
58,Better Dayz,There You Have It,REASON,2018-09-28,"indie hip hop,underground hip hop",301469
59,Ninety,SYRE,Jaden,2017-11-17,"pop rap,rap",468168
60,Rich N***a S**t (feat. Young Thug),SAVAGE MODE II,"21 Savage,Metro Boomin,Young Thug",2020-10-02,"atl hip hop,hip hop,rap,trap,atl trap,gangster rap,melodic rap",190331
61,SAME THING,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,australian hip hop,124589
62,Lost In The World,My Beautiful Dark Twisted Fantasy,"Kanye West,Bon Iver",2010-11-22,"chicago rap,hip hop,rap,chamber pop,eau claire indie,indie folk,melancholia,modern rock",256586
63,Pigs,Wolf,"Tyler, The Creator",2013-04-01,"hip hop,rap",254733
64,Hot (feat. Gunna),So Much Fun,"Young Thug,Gunna",2019-08-16,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",193026
65,She Stole My Heart,H**l and HI Water 2,Ark Woods,2019-03-29,rap,213499
66,whitegold,whitegold,whiterosemoxie,2019-01-01,indie hip hop,153500
67,Won't Live Here,Won't Live Here,Daniel Caesar,2016-03-28,canadian contemporary r&b,312114
68,Light from the Car,Concept Vague,Night Lovell,2014-12-21,"aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap",182520
69,Homecoming,Graduation,"Kanye West,Chris Martin",2007-09-11,"chicago rap,hip hop,rap",203493
70,Yessirskiii,Eternal Atake (Deluxe) - LUV vs. The World 2,"Lil Uzi Vert,21 Savage",2020-03-13,"hip hop,melodic rap,philly rap,rage rap,rap,atl hip hop,trap",219340
71,FIVE SIX,The South Got Something to Say,Pouya,2019-07-01,"aesthetic rap,cloud rap,dark trap,miami hip hop,underground hip hop",161454
72,Family Function,Hu$band,"Father,Zack Fox",2019-10-09,"underground hip hop,chill abstract hip hop,indie hip hop,meme rap,social media pop",172813
73,INTROVERSION 2.0,K**l YOURSELF Part XIX: The Deep End Saga,$uicideboy$,2017-09-10,"cloud rap,dark trap,new orleans rap,underground hip hop",109348
74,All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,"chicago rap,hip hop,rap",299613
75,Wesley's Theory,To Pimp A Butterfly,"Kendrick Lamar,George Clinton,Thundercat",2015-03-16,"conscious hip hop,hip hop,rap,west coast rap,funk,p funk,soul,afrofuturism,indie soul",287360
76,Barbie Doll,Red Teenage Melody,Night Lovell,2016-06-14,"aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap",237666
77,Next,Trilogy,The Weeknd,2012-11-13,"canadian contemporary r&b,canadian pop,pop",360106
78,Human (feat. Night Lovell),Human (feat. Night Lovell),"$NOT,Night Lovell",2020-05-22,"aesthetic rap,cloud rap,florida rap,underground hip hop,canadian hip hop,canadian trap,dark trap,ottawa rap",172253
79,Broad Shoulders (feat. Chance the Rapper),Broad Shoulders,"Taylor Bennett,Chance the Rapper",2015-12-14,"chicago rap,drill,lgbtq+ hip hop,conscious hip hop,hip hop,pop rap,rap",227263
80,4r Da Squaw,The Sun's Tirade,Isaiah Rashad,2016-09-02,"hip hop,rap,tennessee hip hop,underground hip hop",232571
81,Said N Done,SAVAGE MODE II,"21 Savage,Metro Boomin",2020-10-02,"atl hip hop,hip hop,rap,trap",231831
82,The Love Dispensary,The Beat Dispensary,"NugLife,Don't Sleep,Zzay,Mike Pro",2019-04-01,underground boom bap,203555
83,Reflection,Reflection,Adot,2016-06-20,rap,199706
84,Chateau,ERYS (Deluxe),"Jaden,A$AP Rocky",2019-07-05,"pop rap,rap,east coast hip hop,hip hop,trap",135880
85,Dark Fantasy,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,"chicago rap,hip hop,rap",280786
86,NOT FAIR (feat. Corbin),F*CK LOVE (SAVAGE),"The Kid LAROI,Corbin",2020-11-06,"australian hip hop,cloud rap",166688
87,PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier),Wolf,"Tyler, The Creator,Frank Ocean,Laetitia Sadier",2013-04-01,"hip hop,rap,lgbtq+ hip hop,neo soul,dream pop",438493
88,Lost & Found,The Lost Boy,Cordae,2019-07-26,"hip hop,pop rap,rap,trap,underground hip hop",160743
89,Motor Yola,Motor Yola,"NOEL,Spock",2020-06-17,rap,91428
90,Contraband,Red Teenage Melody,Night Lovell,2016-06-14,"aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap",227115
91,Cool It,Cool It,Mars Today,2017-04-21,neo r&b,222401
92,Ghost Town,ye,"Kanye West,PARTYNEXTDOOR",2018-06-01,"chicago rap,hip hop,rap,r&b,urban contemporary",271386
93,CHAMPION,BLAME IT ON BABY (DELUXE),DaBaby,2020-08-04,"hip hop,north carolina hip hop,pop rap,rap,trap",132813
94,Lava (feat. Zombie Juice),Lava (feat. Zombie Juice),"Flatbush Zombies,Zombie Juice",2017-07-06,"psychedelic hip hop,rap,underground hip hop",201874
95,ONCE UPON A TIME (FREESTYLE),IDK & FRIENDS :),"IDK,Denzel Curry",2018-11-09,"pop rap,underground hip hop,dark trap,drill,hip hop,miami hip hop,rap,trap",150819
96,Paranoid,808s & Heartbreak,"Kanye West,Mr Hudson",2008-11-24,"chicago rap,hip hop,rap",277906
97,RICKY,RICKY,Denzel Curry,2019-05-08,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",147866
98,X6,X6,"Luchii,LUCKI",2020-04-10,"west australian hip hop,plugg",184109
99,The Relays (feat. Travis Scott),Brandon Banks,"Maxo Kream,Travis Scott",2019-07-19,"houston rap,melodic rap,trap,underground hip hop,hip hop,rap,slap house",177060
100,90210 (feat. Kacy Hill),Rodeo,"Travis Scott,Kacy Hill",2015-09-04,"hip hop,rap,slap house,la pop,modern alternative pop",339066
101,HONEST,DIE FOR MY B***h,Baby Keem,2019-07-19,"hip hop,rap",172672
102,Dangerous (feat. Kid Cudi),CrasH Talk,"ScHoolboy Q,Kid Cudi",2019-04-26,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,ohio hip hop",150613
103,Let Go,CHASE,Aaron May,2019-02-28,rap,176531
104,Breaking the Habit,Meteora (Bonus Edition),Linkin Park,2003-03-24,"alternative metal,nu metal,post-grunge,rap metal,rock",196906
105,I Hate Everything About You,Three Days Grace (Expanded Edition),Three Days Grace,2003-07-22,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",231480
106,Numb,Meteora,Linkin Park,2003-03-24,"alternative metal,nu metal,post-grunge,rap metal,rock",185586
107,Chalk Outline,Transit Of Venus,Three Days Grace,2012-10-02,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",181986
108,The Diary Of Jane,Shallow Bay: The Best Of Breaking Benjamin (Explicit),Breaking Benjamin,2011-01-01,"alternative metal,nu metal,post-grunge",200213
109,Everlong,The Colour And The Shape,Foo Fighters,1997-05-20,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",250546
110,Burn,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",267173
111,Just Like You,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",186893
112,Home,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",260680
113,Scared,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",193120
114,Let You Down,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",224520
115,Now or Never,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",180546
116,Born Like This,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",212386
117,Drown,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",208493
118,Wake Up,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",204373
119,Take Me Under,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",258533
120,Overrated,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",210666
121,Pain,One-X,Three Days Grace,2006-06-25,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",202973
122,Riot,One-X,Three Days Grace,2006-06-25,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",207586
123,Papercut,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,"alternative metal,nu metal,post-grunge,rap metal,rock",184866
124,In the End,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,"alternative metal,nu metal,post-grunge,rap metal,rock",216880
125,Crawling,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,"alternative metal,nu metal,post-grunge,rap metal,rock",208960
126,Hit the Floor,Meteora (Bonus Edition),Linkin Park,2003-03-24,"alternative metal,nu metal,post-grunge,rap metal,rock",164213
127,Animal I Have Become,One-X,Three Days Grace,2006-06-25,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",231400
128,Break,Life Starts Now,Three Days Grace,2009-09-22,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",193106
129,I Am Machine,Human,Three Days Grace,2015-03-27,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",200146
130,Headstrong,Trapt,Trapt,2002-11-05,"alternative metal,nu metal,post-grunge",285569
131,In the End,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,"alternative metal,nu metal,post-grunge,rap metal,rock",216880
132,Last Resort,Infest,Papa Roach,2001-04-25,"alternative metal,nu metal,rap metal,rap rock,rock",199906
133,Monster,Awake,SK**let,2009-08-21,"alternative metal,christian alternative rock,christian music,christian rock,post-grunge",178013
134,Just Like You,Three Days Grace,Three Days Grace,2003-04-19,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock",186893
135,Fake It,Finding Beauty In Negative Spaces (Bonus Track Version),Seether,2007-01-01,"alternative metal,nu metal,post-grunge,south african rock",193893
136,Savior,Appeal To Reason,Rise Against,2008-01-01,"alternative metal,chicago hardcore,chicago punk,hardcore punk,modern rock,pop punk,post-grunge,punk",242280
137,The K**l,A Beautiful Lie,Thirty Seconds To Mars,2005-01-01,"modern rock,post-grunge",231533
138,Kryptonite,The Better Life,3 Doors Down,2000,"alternative metal,nu metal,post-grunge,rock",233933
139,Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,Green Day,2017-11-17,"modern rock,permanent wave,punk,rock",262333
140,Breath,Phobia (Clean Version),Breaking Benjamin,2006-01-01,"alternative metal,nu metal,post-grunge",218466
141,One Step Closer,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,"alternative metal,nu metal,post-grunge,rap metal,rock",157333
142,Down with the Sickness,The Sickness,Disturbed,2000-03-07,"alternative metal,nu metal,rap metal,rock",279213
143,Bad Company,War Is the Answer,Five Finger Death Punch,2009-09-22,"alternative metal,groove metal,nu metal",262440
144,I Stand Alone,Faceless,Godsmack,2003-04-08,"alternative metal,nu metal,post-grunge,rap metal",246040
145,Nothing Else Matters,Metallica,Metallica,1991-08-12,"hard rock,metal,old school thrash,rock,thrash metal",388733
146,ピースサイン,BOOTLEG,Kenshi Yonezu,2017-11-01,"anime,j-pop",238533
147,ODD FUTURE,ALL TIME BEST -FAN BEST- (EXTRA EDITION),UVERworld,2018-07-18,"anime,j-pop,j-poprock,j-rock",225906
148,ポラリス,ポラリス (Special Edition),BLUE ENCOUNT,2019-11-16,"anime,j-pop,j-rock",224360
149,Guren no Yumiya,Shingeki no Kiseki,Linked Horizon,2017,"anime,otacore",310680
150,自由の翼,自由への進撃,Linked Horizon,2013-07-10,"anime,otacore",328400
151,心臓を捧げよ!,進撃の軌跡,Linked Horizon,2017-05-17,"anime,otacore",341413
152,Red Swan,Red Swan,"Yoshiki,HYDE",2018-10-03,"classic j-pop,anime,visual kei",263720
153,憧憬と屍の道,真実への進撃,Linked Horizon,2019-07-03,"anime,otacore",276176
154,again,Green Garden Pop,YUI,2012-12-05,"j-pop,j-poprock",255213
155,the WORLD,the WORLD Ruler,Nightmare,2007-02-28,"j-metal,visual kei",228120
156,crossing field,LANDSPACE,LiSA,2013-10-30,"anime,anime rock,j-pixie,j-pop",248946
157,シルエット,Time,KANA-BOON,2015-01-21,"anime,j-pop,j-rock",240133
158,Skyreach,Various BLUE,Amamiya Sora,2016-09-23,"anime,j-pixie,seiyu",267226
159,ブルーバード,Chou Ikimonobakari Tennen Kinen Members Best Selection,Ikimonogakari,2006,"anime,j-pop",215706
160,RISE,RISE,MADKID,2019-02-06,"anime rock,j-pop boy group",206213
161,FAITH,CIRCUS,MADKID,2019-04-24,"anime rock,j-pop boy group",203160
162,99,99,MOB CHOIR,2016-08-31,shonen,237386
163,Refrain Boy,Refrain Boy,ALL OFF,2016-08-31,"j-poprock,japanese pop punk",211000
164,アカシア,アカシア,BUMP OF CHICKEN,2020-09-30,"j-pop,j-rock",262106
165,99.9,99.9,"MOB CHOIR,sajou no hana",2019-03-06,"shonen,anime",188706
166,紅蓮華,Gurenge,LiSA,2019-07-03,"anime,anime rock,j-pixie,j-pop",238586
167,ADAMAS,Akai Wana (Who Loves It?) / ADAMAS,LiSA,2018-12-12,"anime,anime rock,j-pixie,j-pop",225000
168,ジョジョ〜その血の運命,ジョジョ〜その血の運命,Hiroaki Tommy Tominaga,2012-11-21,otacore,262566
169,廻廻奇譚,廻廻奇譚,Eve,2020-10-03,"anime,anime rock",219234
170,インフェルノ,インフェルノ,Mrs. GREEN APPLE,2019-07-18,"anime rock,j-pop,j-rock",212546
171,Boku no Sensou - TV Size,Boku no Sensou (TV Size),Shinsei Kamattechan,2020-12-08,japanese alternative rock,90960
172,三原色,三原色,PELICAN FANCLUB,2019-10-04,"j-poprock,japanese alternative rock,japanese indie rock",205401
173,Good Morning World!,Good Morning World!,BURNOUT SYNDROMES,2019-08-21,"anime,anime rock",249000
174,No.1,No.1,DISH//,2021-04-10,"anime,j-division,j-pop",230600
175,Cry Baby,Cry Baby,OFFICIAL HIGE DANDISM,2021-05-07,"anime,anime rock,j-pop",240284
176,明け星,明け星,LiSA,2021-10-18,"anime,anime rock,j-pixie,j-pop",269000
177,VIVID VICE,WⅡ,Who-ya Extended,2021-11-10,j-poprock,183680
178,Paradisus-Paradoxum,eYe's,MYTH & ROID,2017-04-26,"anime,j-pixie",231106
179,MUKANJYO (TV size),「ヴィンランド・サガ」オリジナル・サウンドトラック,Survive Said The Prophet,2020-02-19,"j-poprock,japanese alternative rock",93453
180,火炎,Fire (Full Edition),QUEEN BEE,2019-01-30,"anime rock,dance rock,j-rock",215973
181,ホログラム,オーロラ,NICO Touches the Walls,2009-11-25,"j-pop,j-poprock,j-rock",248906
182,VIVID VICE (from Jujutsu Kaisen),VIVID VICE (from Jujutsu Kaisen),Studio Yuraki,2021-03-27,otacore,185646
183,Again (From Fullmetal Alchemist: Brotherhood),Again (From Fullmetal Alchemist: Brotherhood),NateWantsToBattle,2021-06-12,"antiviral pop,otacore",248571
184,Gurenge (From Demon Slayer),Gurenge (From Demon Slayer),NateWantsToBattle,2020-03-10,"antiviral pop,otacore",235111
185,Polaris,Polaris,NateWantsToBattle,2019-10-29,"antiviral pop,otacore",226736
186,My Hero Academia,My Hero Academia,Musicality,2019-08-16,anime rap,177235
187,Kamado Tanjiro no Uta - Remix,Demon Slayer,Rifti Beats,2019-12-10,lo-fi vgm,251350
188,Ultra Instinct Theme - Remix,Dragon Ball Super (Remixes),Rifti Beats,2020-03-10,lo-fi vgm,205721
189,Opening Theme - Remix,Demon Slayer,Rifti Beats,2019-12-10,lo-fi vgm,221673
190,il vento d'oro,ジョジョの奇妙な冒険 黄金の風 O.S.T (vol.1 Overture),Yugo Kanno,2018-12-19,"anime score,japanese soundtrack",295575
191,2 Heros,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,Yuki Hayashi,2018-07-18,"anime score,japanese soundtrack",206506
192,Cowboy Bebop Rap,Cowboy Bebop Rap,Daddyphatsnaps,2019-07-27,"anime drill,anime rap",158222
193,You See Big Girl / T:T,TV Anime Attack on Titan Season 2 (Original Soundtrack),Hiroyuki Sawano,2017-06-07,"anime score,japanese soundtrack",359346
194,Attack on Titan - Season 4 Theme - Remix,"ANIME REMIXES, Vol. 2","Rifti Beats,Trap Music Now",2020-12-18,"lo-fi vgm,meme",233076
195,Ashes on The Fire (Attack on Titan The Final Season Original Soundtrack),Ashes on The Fire (Attack on Titan The Final Season Original Soundtrack),KOHTA YAMAMOTO,2021-02-01,anime,274133
196,Jujutsu Kaisen Opening (Kaikai Kitan),Jujutsu Kaisen Opening (Kaikai Kitan),Rifti Beats,2021-03-18,lo-fi vgm,169333
197,それいけさらに向こうへ,TVアニメ『僕のヒーローアカデミア』5th オリジナルサウンドトラック,Yuki Hayashi,2021-03-31,"anime score,japanese soundtrack",119035
198,Impatience,Jujutsu Kaisen (Original Motion Picture Soundtrack),"Hiroaki Tsutsumi,Paranom,Kasper",2021-04-21,"anime score,boston hip hop",159439
199,A VS B,My Hero Academia: Season 5 (Original Series Soundtrack EP),Yuki Hayashi,2021-03-31,"anime score,japanese soundtrack",156481
200,Death Note - L's Theme,"ANIME REMIXES, Vol. 2","Rifti Beats,Trap Music Now",2020-12-18,"lo-fi vgm,meme",216000
201,Attack on Titan (Season 4) Theme - Remix,Attack on Titan (Season 4) Theme [Remix],"Rifti Beats,Trap Music Now",2021-01-27,"lo-fi vgm,meme",233333
202,Naruto Main Theme - Trap Remix,Naruto Main Theme (Trap Remix),Musicality,2021-02-08,anime rap,151186
203,My War (Attack on Titan),My War (Attack on Titan),Musicality,2020-12-14,anime rap,185383
204,Jujutsu Kaisen,Jujutsu Kaisen,Musicality,2020-11-21,anime rap,158597
205,Before my body is dry,キルラキル コンプリートサウンドトラック,Hiroyuki Sawano,2013,"anime score,japanese soundtrack",248266
206,Suck your blood,キルラキル コンプリートサウンドトラック,Hiroyuki Sawano,2013,"anime score,japanese soundtrack",219840
207,ヒーロー活動推奨プロジェクト,「僕のヒーローアカデミア THE MOVIE ヒーローズ:ライジング」オリジナルサウンドトラック,Yuki Hayashi,2019-12-18,"anime score,japanese soundtrack",195613
208,JUJUTSU KAISEN,Jujutsu Kaisen (Original Motion Picture Soundtrack),Hiroaki Tsutsumi,2021-04-21,anime score,109623
209,Boogie Woogie,Jujutsu Kaisen (Original Motion Picture Soundtrack),Yoshimasa Terui,2021-04-21,anime,196193
210,Hollow Purple,Jujutsu Kaisen (Original Motion Picture Soundtrack),Alisa Okehazama,2021-04-21,anime,232817
211,Möbius,Mobile Suit Gundam Hathaway Original Motion Picture Soundtrack,"mpi,Laco,Benjamin,Hiroyuki Sawano",2021-06-11,"anime score,japanese soundtrack",233480
212,XI,Mobile Suit Gundam Hathaway Original Motion Picture Soundtrack,Hiroyuki Sawano,2021-06-11,"anime score,japanese soundtrack",258440
213,俺が君のヒーローになる,TVアニメ『僕のヒーローアカデミア』4th オリジナルサウンドトラック,Yuki Hayashi,2020-03-25,"anime score,japanese soundtrack",179733
214,Warhammer Titan Theme,"Attack on Titan: Epic Collection, Vol. 3",Samuel Kim,2021-02-12,anime lo-fi,239790
215,Symphonicsuite (Aot) Part2-1st: Attack on Titan (Wmid),Attack on Titan Season 3 Original Soundtrack,Hiroyuki Sawano,2019-08-26,"anime score,japanese soundtrack",310693
216,君の力,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,Yuki Hayashi,2017-09-06,"anime score,japanese soundtrack",173106
217,不動の剣,Vinland Saga (Original Soundtracks),Yutaka Yamada,2020-02-19,anime score,226346
218,オール・フォー・ワン,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,Yuki Hayashi,2018-07-18,"anime score,japanese soundtrack",132866
219,ワン・フォー・オールVSオール・フォー・ワン,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,Yuki Hayashi,2018-07-18,"anime score,japanese soundtrack",187173
220,K21,Attack on Titan Season 3 Original Soundtrack,Hiroyuki Sawano,2019-08-26,"anime score,japanese soundtrack",203240
221,Symphonicsuite (Aot) Part2-5th: Apple Seed,Attack on Titan Season 3 Original Soundtrack,Hiroyuki Sawano,2019-08-26,"anime score,japanese soundtrack",166853
222,Symphonicsuite (Aot) Part2-3rd: Before Lights Out,Attack on Titan Season 3 Original Soundtrack,Hiroyuki Sawano,2019-08-26,"anime score,japanese soundtrack",175560
223,Apetitan,TV Anime Attack on Titan Season 2 (Original Soundtrack),Hiroyuki Sawano,2017-06-07,"anime score,japanese soundtrack",331653
224,Gohan's Anger,Gohan's Anger,Musicality,2019-08-10,anime rap,176555
225,One Punch Man - Saitama's Theme - Remix,ANIME REMIXES,"Rifti Beats,Trap Music Now",2020-07-21,"lo-fi vgm,meme",191644
226,Golden Frieza Theme,Golden Frieza Theme,Friedrich Habetler,2018-06-09,anime,143809
227,Rengoku Theme,Demon Slayer: Epic Collection,Samuel Kim,2021-05-21,anime lo-fi,196758
228,great escape,great escape,cinema staff,2013-08-21,j-rock,207466
229,REMEMBER,Jujutsu Kaisen (Original Motion Picture Soundtrack),Masto (coldrain),2021-04-21,anime,243396
230,[104EYES-29CA2]suite-2楽章,劇場版 七つの大罪 天空の囚われ人 オリジナル・サウンドトラック,Hiroyuki Sawano,2014,"anime score,japanese soundtrack",258293
231,k1ll◎iLL,キルラキル コンプリートサウンドトラック,Hiroyuki Sawano,2013,"anime score,japanese soundtrack",188826
232,The Raising Fighting Spirit,The Raising Fighting Spirit,Aku,2021-02-01,anime,96000
233,Dragon Ball Super - Vegito Blue Theme - Remix,"ANIME REMIXES, Vol. 2","Rifti Beats,Trap Music Now",2020-12-18,"lo-fi vgm,meme",236307
234,RASETSU - Remix,RASETSU (Remix),Musicality,2021-02-09,anime rap,133957
